WATER_SYSTEM_NUMBER,SYSTEM_NAME,COUNTY,LATITUDE_MEASURE,LONGITUDE_MEASURE,FINAL_SAFER_STATUS,SERVICE_CONNECTIONS,POPULATION,OWNER_TYPE,FEDERAL_CLASSIFICATION_TYPE,CALENVIRO_SCREEN_SCORE,MHI,SERVICE_AREA_ECONOMIC_STATUS
CA3901276,HANOT FOUNDATION INC,SAN JOAQUIN,38.132762,-121.140728,Potentially At-Risk,15,38,PRIVATE,COMMUNITY,22.3867774727289,79866,Non-DAC
CA3901303,ACAMPO WATER SYSTEM,SAN JOAQUIN,38.173379,-121.279958,At-Risk,70,231,LOCAL,COMMUNITY,27.3614758394688,9446,SDAC
CA3901304,ENCLAVE AT THE DELTA,SAN JOAQUIN,38.059769,-121.254107,Potentially At-Risk,15,39,PRIVATE,COMMUNITY,37.8248870536802,54420,SDAC
CA3901331,RIPON USD-COLONY OAK SCHOOL,SAN JOAQUIN,37.755283,-121.106369,Not At-Risk,13,100,LOCAL,NON-TRANSIENT NON-COMMUNITY,26.6138300510526,105061,Non-DAC
CA3901337,MORADA ESTATES N PWS #46,SAN JOAQUIN,38.053766,-121.249058,Potentially At-Risk,129,426,LOCAL,COMMUNITY,36.1243566778165,71024,DAC
CA3901348,FAIROAKS PWS #44,SAN JOAQUIN,37.702541,-121.405559,Not At-Risk,355,1172,LOCAL,COMMUNITY,36.1998207753748,112530,Non-DAC
CA3901373,EUSD-GATEWAY CHARTER,SAN JOAQUIN,37.799868,-121.048691,Not At-Risk,7,25,LOCAL,NON-TRANSIENT NON-COMMUNITY,30.3781807897766,59531,DAC
CA3901387,STOCKTON BAPTIST CHURCH,SAN JOAQUIN,38.0556,-121.257231,Potentially At-Risk,4,78,PRIVATE,NON-TRANSIENT NON-COMMUNITY,37.1270366759832,77819,Non-DAC
CA3901424,DURHAM FERRY COMMUNITY SCHOOL,SAN JOAQUIN,37.691853,-121.245425,Potentially At-Risk,5,31,LOCAL,NON-TRANSIENT NON-COMMUNITY,38.9127466232246,85891,Non-DAC
CA3901474,FREMONT ONE,SAN JOAQUIN,37.972648,-121.241825,Failing,15,39,PRIVATE,COMMUNITY,55.6627522892613,51167,SDAC
CA3902136,LINDEN USD-CHARTVILLE SCHOOL,SAN JOAQUIN,37.972693,-121.14797,At-Risk,1,40,LOCAL,NON-TRANSIENT NON-COMMUNITY,24.6901449191428,66443,DAC
CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,SAN JOAQUIN,37.955497,-121.283185,Not Assessed,44359,176266,PRIVATE,COMMUNITY,52.60272790369,70801,DAC
CA3910002,SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,SAN JOAQUIN,38.024697,-121.334382,Not At-Risk,559,1841,LOCAL,COMMUNITY,30.3116194121701,74754,DAC
CA3910003,"ESCALON, CITY OF",SAN JOAQUIN,37.793865,-120.997639,Not At-Risk,2533,7429,LOCAL,COMMUNITY,29.6783145227074,69382,DAC
CA3910004,"LODI, CITY OF",SAN JOAQUIN,38.125709,-121.28121,Not At-Risk,29509,68272,LOCAL,COMMUNITY,32.163516629559,69451,DAC
CA3910005,"MANTECA, CITY OF",SAN JOAQUIN,37.793688,-121.226608,Failing,27552,84928,LOCAL,COMMUNITY,39.4171458273452,90322,Non-DAC
CA3910006,STOCKTON EAST WATER DISTRICT,SAN JOAQUIN,37.96487,-121.208084,Not Assessed,3,50,LOCAL,COMMUNITY,34.4690699907279,51844,SDAC
CA3910007,"RIPON, CITY OF",SAN JOAQUIN,37.741715,-121.131014,Potentially At-Risk,5102,15741,LOCAL,COMMUNITY,25.9497934638535,97180,Non-DAC
CA3910008,LOCKEFORD COMMUNITY SERV. DIST.,SAN JOAQUIN,38.156949,-121.151125,Not At-Risk,846,3572,LOCAL,COMMUNITY,34.2638155517315,85938,Non-DAC
CA3910009,SAN JOAQUIN COUNTY - THORNTON,SAN JOAQUIN,38.225894,-121.424194,Potentially At-Risk,292,964,LOCAL,COMMUNITY,44.2054108304126,40417,SDAC
CA3910010,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,SAN JOAQUIN,38.003218,-121.33446000000001,Not At-Risk,1815,5990,LOCAL,COMMUNITY,39.1286259465691,63302,DAC
CA3910011,"TRACY, CITY OF",SAN JOAQUIN,37.731127,-121.506593,Not At-Risk,27545,96609,LOCAL,COMMUNITY,27.1027101087779,112530,Non-DAC
CA3910012,CITY OF STOCKTON,SAN JOAQUIN,38.026707,-121.298917,Not Assessed,51522,191302,LOCAL,COMMUNITY,37.5416609649976,75046,DAC
CA3910014,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,SAN JOAQUIN,37.831203,-121.212852,Failing,329,1086,LOCAL,COMMUNITY,56.4194126556268,73333,DAC
CA3910015,CITY OF LATHROP,SAN JOAQUIN,37.814576,-121.299736,At-Risk,11185,35080,LOCAL,COMMUNITY,43.0907181765701,104956,Non-DAC
CA3910017,SAN JOAQUIN COUNTY-MOKELUMNE ACRES,SAN JOAQUIN,37.814576,-121.299736,Not At-Risk,1152,3802,LOCAL,COMMUNITY,43.0907181765701,104956,Non-DAC
CA3910018,SAN JOAQUIN RIVER CLUB INC,SAN JOAQUIN,37.680358,-121.27521,At-Risk,385,600,PRIVATE,COMMUNITY,27.9280547357529,38578,SDAC
CA3910019,LINDEN COUNTY WATER DISTRICT,SAN JOAQUIN,38.022312,-121.085501,Not At-Risk,617,1784,LOCAL,COMMUNITY,22.9699255530533,81620,Non-DAC
CA3910020,STOCKTON VERDE MOBILE HOME PARK,SAN JOAQUIN,38.008867,-121.253915,Not At-Risk,293,711,PRIVATE,COMMUNITY,36.0924500215515,24075,SDAC
CA3910022,LITTLE POTATO SLOUGH MUTUAL,SAN JOAQUIN,38.110592,-121.496338,At-Risk,202,1510,PRIVATE,COMMUNITY,44.2054108304126,65338,DAC
CA3910023,OAKWOOD LAKE WATER DISTRICT-SUBDIVISION,SAN JOAQUIN,37.776675,-121.310667,Potentially At-Risk,448,1479,LOCAL,COMMUNITY,39.8677803300531,104608,Non-DAC
CA3910024,SAN JOAQUIN COUNTY - WILKINSON MANOR,SAN JOAQUIN,38.048713,-121.2505,Not At-Risk,258,851,LOCAL,COMMUNITY,36.1243566778165,78524,Non-DAC
CA3910027,CITY OF MOUNTAIN HOUSE,SAN JOAQUIN,37.78409,-121.546723,Not At-Risk,7559,24948,LOCAL,COMMUNITY,29.6248398468009,164175,Non-DAC
CA3910803,CDCR CALIFORNIA HEALTH CARE FACILITY,SAN JOAQUIN,37.894286,-121.18964,Not At-Risk,79,5551,STATE GOVERNMENT,COMMUNITY,56.4194126556268,35789,SDAC
CA4000200,BASSI RANCH MUTUAL WATER CO.,SAN LUIS OBISPO,35.270828,-120.71579,At-Risk,24,85,PRIVATE,COMMUNITY,13.8181749838495,121020,Non-DAC
CA4000202,EDNA VALLEY RANCH EAST,SAN LUIS OBISPO,35.212038,-120.563352,Not At-Risk,40,132,PRIVATE,COMMUNITY,6.11415722802428,111667,Non-DAC
CA4000203,IRISH HILLS MUTUAL WATER CO,SAN LUIS OBISPO,35.267085,-120.712023,Not At-Risk,58,135,PRIVATE,COMMUNITY,12.6835001840173,60286,DAC
CA4000205,TIGER WATER SUPPLY,SAN LUIS OBISPO,35.283894,-120.650589,Not At-Risk,1,1600,LOCAL,NON-TRANSIENT NON-COMMUNITY,15.8398451360325,60286,DAC
CA4000206,LAUREATE WATER COMPANY,SAN LUIS OBISPO,35.285629,-120.709758,Not At-Risk,7,700,PRIVATE,COMMUNITY,17.3906110724925,45136,SDAC
CA4000214,BARON CANYON MUTUAL WATER CO.,SAN LUIS OBISPO,35.2108,-120.68395,Not At-Risk,25,81,PRIVATE,COMMUNITY,13.8181749838495,121020,Non-DAC
CA4000222,AVILA BEACH COMMUNITY SERVICES DISTRICT,SAN LUIS OBISPO,35.17881,-120.728295,Not At-Risk,388,1630,LOCAL,COMMUNITY,13.8181749838495,94343,Non-DAC
CA4000230,CANYON CREST MUTUAL BENEFIT WC,SAN LUIS OBISPO,35.136216,-120.56098,Potentially At-Risk,54,133,PRIVATE,COMMUNITY,10.8596920256565,94734,Non-DAC
CA4000501,HALCYON WATER SYSTEM,SAN LUIS OBISPO,35.102977,-120.59540200000001,Failing,46,110,PRIVATE,COMMUNITY,24.6362593392384,56174,SDAC
CA4000506,WOODLAND PARK MUTUAL WATER CO,SAN LUIS OBISPO,35.044255,-120.575383,Failing,163,538,PRIVATE,COMMUNITY,17.2415687345008,128958,Non-DAC
CA4000507,GARDEN FARMS C.W.D.,SAN LUIS OBISPO,35.418306,-120.606615,Not At-Risk,117,440,PRIVATE,COMMUNITY,8.28798877362407,55809,SDAC
CA4000523,S & T MUTUAL WATER COMPANY,SAN LUIS OBISPO,35.314883,-120.855192,At-Risk,179,591,PRIVATE,COMMUNITY,7.28759502271355,94703,Non-DAC
CA4000554,GREEN RIVER MUTUAL WATER CO.,SAN LUIS OBISPO,35.661209,-120.504489,Failing,124,350,PRIVATE,COMMUNITY,15.6112745023679,79640,Non-DAC
CA4000563,HIGUERA APARTMENTS,SAN LUIS OBISPO,35.239911,-120.678495,Failing,24,30,PRIVATE,COMMUNITY,19.9576636669187,60286,DAC
CA4000568,SAN SIMEON CSD,SAN LUIS OBISPO,35.613506,-121.144495,At-Risk,206,462,LOCAL,COMMUNITY,9.79798020876822,45968,SDAC
CA4000631,ALMIRA WATER ASSOCIATION,SAN LUIS OBISPO,35.607446,-120.70085,At-Risk,20,40,PRIVATE,COMMUNITY,21.5585096575476,67881,DAC
CA4000637,COUNTRY HILLS ESTATES,SAN LUIS OBISPO,35.136216,-120.56098,Not At-Risk,26,60,PRIVATE,COMMUNITY,9.86795742760246,103640,Non-DAC
CA4000648,KEN MAR GARDENS,SAN LUIS OBISPO,35.105769,-120.589777,Failing,49,84,PRIVATE,COMMUNITY,9.81249068025954,56233,SDAC
CA4000649,LOS ROBLES MOBILE HOME ESTATES,SAN LUIS OBISPO,35.575032,-120.701421,Potentially At-Risk,160,420,PRIVATE,COMMUNITY,6.63750129031231,48693,SDAC
CA4000650,MESA DUNES MOBILE HOME ESTATES,SAN LUIS OBISPO,35.074628,-120.586643,Not At-Risk,313,600,PRIVATE,COMMUNITY,17.2415687345008,96492,Non-DAC
CA4000653,RANCHO COLINA MOBILE HOME PARK,SAN LUIS OBISPO,35.390681,-120.839786,At-Risk,127,249,PRIVATE,COMMUNITY,11.4609788640267,50000,SDAC
CA4000654,RESTHAVEN MOBILE HOME PARK,SAN LUIS OBISPO,35.648153,-120.728454,Failing,80,99,PRIVATE,COMMUNITY,21.5585096575476,67881,DAC
CA4000660,BEAR VALLEY WATER COMPANY,SAN LUIS OBISPO,35.270828,-120.71579,Not At-Risk,18,45,PRIVATE,COMMUNITY,10.5537747069201,61349,DAC
CA4000670,WALNUT HILLS MUTUAL WATER CO,SAN LUIS OBISPO,35.578925,-120.703123,Not At-Risk,23,486,PRIVATE,COMMUNITY,6.63750129031231,48693,SDAC
CA4000675,BRANCH ELEMENTARY SCHOOL,SAN LUIS OBISPO,35.140514,-120.527543,At-Risk,1,253,LOCAL,NON-TRANSIENT NON-COMMUNITY,6.79372722382931,100571,Non-DAC
CA4000693,CRESTON ELEMENTARY SCHOOL,SAN LUIS OBISPO,35.517762,-120.523312,Not At-Risk,1,100,LOCAL,NON-TRANSIENT NON-COMMUNITY,10.270362704786,96118,Non-DAC
CA4000705,LAGUNA NEGRA MUTUAL WATER CO.,SAN LUIS OBISPO,35.052669,-120.572494,Not At-Risk,29,80,PRIVATE,COMMUNITY,17.2415687345008,121458,Non-DAC
CA4000716,AVILA VALLEY MUTUAL WATER CO,SAN LUIS OBISPO,35.190938,-120.706974,Not At-Risk,28,75,PRIVATE,COMMUNITY,13.8181749838495,85625,Non-DAC
CA4000732,CARRISA PLAINS ELEMENTARY,SAN LUIS OBISPO,35.354436,-120.039972,Failing,1,40,LOCAL,NON-TRANSIENT NON-COMMUNITY,8.28798877362407,89931,Non-DAC
CA4000741,"H2O, INC",SAN LUIS OBISPO,35.180931,-120.560863,Not At-Risk,25,70,PRIVATE,COMMUNITY,6.79372722382931,102256,Non-DAC
CA4000744,AFUERA DE CHORRO WATER COMPANY,SAN LUIS OBISPO,35.260892,-120.627833,Potentially At-Risk,26,79,PRIVATE,COMMUNITY,12.4234708243738,60286,DAC
CA4000749,TERRA DE ORO WATER COMPANY,SAN LUIS OBISPO,35.136984,-120.563952,Not At-Risk,17,38,PRIVATE,COMMUNITY,10.8596920256565,94734,Non-DAC
CA4000750,RIM ROCK WATER COMPANY,SAN LUIS OBISPO,35.074825,-120.509227,Potentially At-Risk,25,55,PRIVATE,COMMUNITY,6.79372722382931,102256,Non-DAC
CA4000765,VARIAN RANCH MUTUAL WATER,SAN LUIS OBISPO,35.195535,-120.53153,Not At-Risk,49,106,PRIVATE,COMMUNITY,6.1166677021995,111657,Non-DAC
CA4000771,RANCHO NIPOMO WATER COMPANY,SAN LUIS OBISPO,35.087216,-120.500363,Not At-Risk,34,44,PRIVATE,COMMUNITY,6.79372722382931,102256,Non-DAC
CA4000774,PLEASANT VALLEY ELEMENTARY,SAN LUIS OBISPO,35.710884,-120.613578,Potentially At-Risk,1,100,LOCAL,NON-TRANSIENT NON-COMMUNITY,15.6112745023679,82969,Non-DAC
CA4000775,MUSTANG SPRINGS MUTUAL WATER,SAN LUIS OBISPO,35.645036,-120.701941,At-Risk,16,30,PRIVATE,COMMUNITY,7.65474035606069,36585,SDAC
CA4000789,SPANISH LAKES MUTUAL WATER CO,SAN LUIS OBISPO,35.588488,-120.658115,Not At-Risk,45,125,PRIVATE,COMMUNITY,15.6112745023679,129348,Non-DAC
CA4000802,SANTA YSABEL RANCH MWC,SAN LUIS OBISPO,35.583841,-120.672909,Not At-Risk,152,275,PRIVATE,COMMUNITY,15.6112745023679,129348,Non-DAC
CA4000803,RANCHO SALINAS  MBWC,SAN LUIS OBISPO,35.672622,-120.702146,Not At-Risk,20,50,PRIVATE,COMMUNITY,21.5585096575476,67881,DAC
CA4000805,CALLENDER GROVE MUTUAL WATER,SAN LUIS OBISPO,35.051549,-120.592155,Not At-Risk,37,126,PRIVATE,COMMUNITY,17.2415687345008,121458,Non-DAC
CA4000808,MONTE SERENO MUTUAL BENEFIT WATER,SAN LUIS OBISPO,35.167845,-120.537781,Not At-Risk,26,65,PRIVATE,COMMUNITY,6.79372722382931,102256,Non-DAC
CA4000815,LAS VENTANAS RANCH,SAN LUIS OBISPO,35.16341,-120.51344,Not At-Risk,36,108,PRIVATE,COMMUNITY,6.79372722382931,100571,Non-DAC
CA4000834,ANZA VINEYARD ESTATES MUTUAL WATER CO,SAN LUIS OBISPO,35.16836,-120.632421,Not At-Risk,8,60,PRIVATE,COMMUNITY,13.7678215762216,120898,Non-DAC
CA4000837,PLAYA DULCE,SAN LUIS OBISPO,35.187001,-120.702062,Not Assessed,1,35,PRIVATE,NON-TRANSIENT NON-COMMUNITY,13.8181749838495,85625,Non-DAC
CA4000839,ADA'S LODGES,SAN LUIS OBISPO,35.67587,-120.6948,At-Risk,1,25,PRIVATE,COMMUNITY,21.5585096575476,67881,DAC
CA4000844,COASTAL CHRISTIAN SCHOOL,SAN LUIS OBISPO,35.137682,-120.605958,Not At-Risk,1,650,PRIVATE,NON-TRANSIENT NON-COMMUNITY,6.96012863964474,105413,Non-DAC
CA4000853,GRAN CIELO MUTUAL WATER COMPANY,SAN LUIS OBISPO,35.63344,-120.64084,Potentially At-Risk,42,139,PRIVATE,COMMUNITY,15.6843145637595,76743,DAC
CA4010001,CITY OF ARROYO GRANDE UTILITIES DIVISION,SAN LUIS OBISPO,35.124323,-120.584687,Not At-Risk,6854,17963,LOCAL,COMMUNITY,11.1903122290738,95717,Non-DAC
CA4010002,ATASCADERO MUTUAL WATER CO,SAN LUIS OBISPO,35.47159,-120.682195,Not At-Risk,10961,30618,PRIVATE,COMMUNITY,8.0742101075198,81320,Non-DAC
CA4010003,SAN MIGUELITO MWC,SAN LUIS OBISPO,35.192834,-120.72204,Not At-Risk,685,1600,PRIVATE,COMMUNITY,13.8181749838495,93125,Non-DAC
CA4010004,CITY OF GROVER BEACH PUBLIC WORKS DEPT,SAN LUIS OBISPO,35.120365,-120.619843,Not At-Risk,4999,12701,LOCAL,COMMUNITY,17.8997060197387,75052,DAC
CA4010005,OCEANO COMM SERVICES DIST.,SAN LUIS OBISPO,35.101156,-120.6115,Not At-Risk,2207,7601,LOCAL,COMMUNITY,24.1959615804338,52020,SDAC
CA4010006,CAYUCOS BEACH MUTUAL WATER COMPANY,SAN LUIS OBISPO,35.442287,-120.894848,Not At-Risk,778,2567,LOCAL,COMMUNITY,8.35866676761929,75278,DAC
CA4010007,CITY OF PASO ROBLES WATER DIVISION,SAN LUIS OBISPO,35.629276,-120.680802,Not At-Risk,10822,31176,LOCAL,COMMUNITY,16.1645518566384,86329,Non-DAC
CA4010008,PISMO BEACH WATER DEPARTMENT,SAN LUIS OBISPO,35.138366,-120.632246,Not At-Risk,5335,8036,LOCAL,COMMUNITY,7.78427925301285,105508,Non-DAC
CA4010009,SAN LUIS OBISPO WATER DEPARTMENT,SAN LUIS OBISPO,35.271822,-120.665677,Not At-Risk,17012,47788,LOCAL,COMMUNITY,16.4027842591831,60339,DAC
CA4010010,SAN MIGUEL COMMUNITY SERVICES DISTRICT,SAN LUIS OBISPO,35.753403,-120.690079,Potentially At-Risk,907,2600,LOCAL,COMMUNITY,19.3794981624187,73230,DAC
CA4010011,MORRO BAY PW DEPT - WATER DIVISION,SAN LUIS OBISPO,35.360026,-120.852762,At-Risk,5892,13757,LOCAL,COMMUNITY,15.0494441210883,83387,Non-DAC
CA4010012,HERITAGE RANCH CSD,SAN LUIS OBISPO,35.730836,-120.866536,Potentially At-Risk,1963,2956,LOCAL,COMMUNITY,8.95638970485688,71900,DAC
CA4010014,CAMBRIA COMM SERVICES DIST,SAN LUIS OBISPO,35.553342,-121.08057,Potentially At-Risk,4034,5532,LOCAL,COMMUNITY,5.95267428507313,80384,Non-DAC
CA4010015,MORRO ROCK MUTUAL WATER CO,SAN LUIS OBISPO,35.448183,-120.900186,Not At-Risk,661,2181,PRIVATE,COMMUNITY,8.35866676761929,75278,DAC
CA4010016,LOS OSOS COMMUNITY SERVICES DISTRICT,SAN LUIS OBISPO,35.324079,-120.831762,At-Risk,2776,7086,LOCAL,COMMUNITY,10.1018396113582,80103,Non-DAC
CA4010017,GOLDEN STATE WATER COMPANY - LOS OSOS,SAN LUIS OBISPO,35.31,-120.838704,Potentially At-Risk,2673,5949,PRIVATE,COMMUNITY,8.87117815303404,91000,Non-DAC
CA4010018,GOLDEN STATE WATER COMPANY - NIPOMO,SAN LUIS OBISPO,35.017247,-120.499173,Not At-Risk,1492,4506,PRIVATE,COMMUNITY,20.5825283109231,92369,Non-DAC
CA4010019,TEMPLETON CSD,SAN LUIS OBISPO,35.555741,-120.714655,Not At-Risk,3004,8011,LOCAL,COMMUNITY,8.2722903978138,105417,Non-DAC
CA4010022,LOPEZ PROJECT,SAN LUIS OBISPO,35.170218,-120.531733,Not Assessed,31,1569,LOCAL,COMMUNITY,6.72180094008134,110317,Non-DAC
CA4010023,GOLDEN STATE WATER COMPANY - EDNA,SAN LUIS OBISPO,35.215285,-120.636203,Potentially At-Risk,607,1493,PRIVATE,COMMUNITY,13.5396323847558,123200,Non-DAC
CA4010024,SLO CWWD NO. 23 - SANTA MARGARITA,SAN LUIS OBISPO,35.388802,-120.608772,Not At-Risk,506,1291,LOCAL,COMMUNITY,8.28798877362407,43125,SDAC
CA4010025,SLO CWD NO. 10 - CAYUCOS WTP,SAN LUIS OBISPO,35.438806,-120.887467,Not Assessed,3,0,LOCAL,COMMUNITY,8.36155036386145,67778,DAC
CA4010026,NIPOMO COMM SERVICES DIST,SAN LUIS OBISPO,35.034917,-120.4972,Not At-Risk,4512,13771,LOCAL,COMMUNITY,19.7909431254817,91173,Non-DAC
CA4010027,NACIMIENTO WATER COMPANY,SAN LUIS OBISPO,35.749716,-120.993354,Failing,663,2181,PRIVATE,COMMUNITY,8.95638970485688,60792,DAC
CA4010028,SLO CSA NO. 16 - SHANDON,SAN LUIS OBISPO,35.64959,-120.383097,Not At-Risk,362,1085,LOCAL,COMMUNITY,15.6112745023679,77917,Non-DAC
CA4010030,CHORRO VALLEY PIPELINE - SLO COUNTY,SAN LUIS OBISPO,35.321456,-120.718481,Not Assessed,2,0,LOCAL,COMMUNITY,6.11415722802428,111667,Non-DAC
CA4010040,GOLDEN STATE WATER COMPANY-CYPRESS RIDGE,SAN LUIS OBISPO,35.078294,-120.575498,Not At-Risk,966,2026,PRIVATE,COMMUNITY,16.2807166828908,94979,Non-DAC
CA4010080,NACIMIENTO WATER PROJECT,SAN LUIS OBISPO,35.745339,-120.965597,Not Assessed,5,0,LOCAL,COMMUNITY,8.95638970485688,60224,DAC
CA4010081,WOODLANDS DEVELOPMENT,SAN LUIS OBISPO,35.029341,-120.552102,Not At-Risk,1544,3862,PRIVATE,COMMUNITY,17.2421522018279,136076,Non-DAC
CA4010830,CALIFORNIA MENS COLONY,SAN LUIS OBISPO,35.323923,-120.698934,Not At-Risk,12,15000,STATE GOVERNMENT,COMMUNITY,7.83956157589365,104196,Non-DAC
CA4010832,ATASCADERO STATE HOSPITAL,SAN LUIS OBISPO,35.464179,-120.635355,Not At-Risk,875,4100,STATE GOVERNMENT,COMMUNITY,NA,73500,DAC
CA4010901,SLOCSA #10A - CAYUCOS,SAN LUIS OBISPO,35.428,-120.880483,Potentially At-Risk,784,1200,LOCAL,COMMUNITY,8.35866676761929,75278,DAC
CA4100503,BUTANO CANYON MUTUAL,SAN MATEO,37.234766,-122.323167,At-Risk,95,150,PRIVATE,COMMUNITY,10.5243567836217,186205,Non-DAC
CA4100509,COUNTY SERVICE AREA 7,SAN MATEO,37.298751,-122.26529,At-Risk,68,300,LOCAL,COMMUNITY,10.5243567836217,193703,Non-DAC
CA4100510,REDWOOD TERRACE MUTUAL,SAN MATEO,37.314311,-122.294102,Not At-Risk,18,56,PRIVATE,COMMUNITY,10.5243567836217,193703,Non-DAC
CA4100512,LOMA MAR MUTUAL,SAN MATEO,37.270428,-122.309519,At-Risk,34,65,PRIVATE,COMMUNITY,10.5243567836217,186205,Non-DAC
CA4100513,PESCADERO HIGH SCHOOL,SAN MATEO,37.248121,-122.365583,Failing,5,192,LOCAL,NON-TRANSIENT NON-COMMUNITY,10.5243567836217,185993,Non-DAC
CA4100522,REDWOOD GLEN CAMP & CONFERENCE CTR,SAN MATEO,37.268332,-122.282387,Not At-Risk,14,114,PRIVATE,COMMUNITY,10.5243567836217,186205,Non-DAC
CA4100529,CAMP LOMA MAR,SAN MATEO,37.2771,-122.282076,Failing,21,208,PRIVATE,COMMUNITY,10.5243567836217,186205,Non-DAC
CA4100538,CAMP JONES GULCH,SAN MATEO,37.287239,-122.271705,Not At-Risk,65,357,PRIVATE,COMMUNITY,10.5243567836217,186205,Non-DAC
CA4100540,OKU INCORPORATED,SAN MATEO,37.237041,-122.371229,At-Risk,10,35,PRIVATE,COMMUNITY,10.5243567836217,71150,DAC
CA4100551,MARCHI CENTRAL FARM,SAN MATEO,37.243184,-122.414333,Failing,10,50,PRIVATE,COMMUNITY,10.5243567836217,71150,DAC
CA4100555,PORTOLA IMPROVEMENT ASSOCIATION MWC,SAN MATEO,37.262593,-122.203555,Not At-Risk,34,90,PRIVATE,COMMUNITY,10.5243567836217,186205,Non-DAC
CA4100582,COUNTY SERVICE AREA 11,SAN MATEO,37.253704,-122.381691,Not At-Risk,103,450,LOCAL,COMMUNITY,10.5243567836217,71150,DAC
CA4100583,BIANCHI FLOWERS INC,SAN MATEO,37.24584,-122.36103,At-Risk,13,65,PRIVATE,COMMUNITY,10.5243567836217,186205,Non-DAC
CA4100610,PUENTE HOUSING SOLUTIONS,SAN MATEO,37.256753,-122.374364,Failing,1,28,PRIVATE,COMMUNITY,10.5243567836217,71150,DAC
CA4110001,MID-PENINSULA WATER DISTRICT,SAN MATEO,37.515234,-122.293547,Not At-Risk,8179,30609,LOCAL,COMMUNITY,6.72833393391408,181968,Non-DAC
CA4110002,CITY OF BRISBANE,SAN MATEO,37.680317,-122.403637,Not At-Risk,1297,3402,LOCAL,COMMUNITY,28.0385767144636,141204,Non-DAC
CA4110003,CITY OF BURLINGAME,SAN MATEO,37.585318,-122.368068,Not At-Risk,8731,31447,LOCAL,COMMUNITY,14.7048072934923,161664,Non-DAC
CA4110005,GUADALUPE VALLEY MID,SAN MATEO,37.691532,-122.414019,Not At-Risk,749,1472,LOCAL,COMMUNITY,27.9851883640433,141252,Non-DAC
CA4110006,CALIFORNIA WATER SERVICE - BEAR GULCH,SAN MATEO,37.393496,-122.292864,Not At-Risk,18749,61431,PRIVATE,COMMUNITY,9.07330669993278,190136,Non-DAC
CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,SAN MATEO,37.496282,-122.269,Not At-Risk,10474,35344,PRIVATE,COMMUNITY,6.38538270042021,218131,Non-DAC
CA4110008,CALIFORNIA WATER SERVICE - SAN MATEO,SAN MATEO,37.5515,-122.31585,Not Assessed,25440,102348,PRIVATE,COMMUNITY,15.0979049456609,155285,Non-DAC
CA4110009,CALIFORNIA WATER SERVICE-S SAN FRANCISCO,SAN MATEO,37.651867,-122.402843,Not At-Risk,16449,64121,PRIVATE,COMMUNITY,31.9430755368264,125499,Non-DAC
CA4110010,MONTARA WATER AND SANITARY DISTRICT,SAN MATEO,37.545197,-122.501959,Not At-Risk,1698,6078,LOCAL,COMMUNITY,9.30232667427497,157554,Non-DAC
CA4110011,COASTSIDE COUNTY WATER DISTRICT,SAN MATEO,37.457772,-122.439746,Not At-Risk,6617,18940,LOCAL,COMMUNITY,12.3344283443183,160108,Non-DAC
CA4110012,CUESTA LA HONDA GUILD INC,SAN MATEO,37.319765,-122.268934,Potentially At-Risk,299,832,PRIVATE,COMMUNITY,10.5243567836217,201203,Non-DAC
CA4110013,CITY OF DALY CITY,SAN MATEO,37.674205,-122.477186,Not Assessed,23435,104901,LOCAL,COMMUNITY,24.0267550760119,115680,Non-DAC
CA4110016,TOWN OF HILLSBOROUGH,SAN MATEO,37.554716,-122.360208,Not At-Risk,4303,11766,LOCAL,COMMUNITY,4.593782380592,237034,Non-DAC
CA4110017,MENLO PARK MUNICIPAL WATER,SAN MATEO,37.48528,-122.154402,Not At-Risk,4194,19297,LOCAL,COMMUNITY,20.2814793547828,168328,Non-DAC
CA4110018,CITY OF MILLBRAE,SAN MATEO,37.599844,-122.40288,At-Risk,6767,22795,LOCAL,COMMUNITY,14.3587865364986,135424,Non-DAC
CA4110019,O'CONNOR TRACT CO-OPERATIVE WATER CO.,SAN MATEO,37.460342,-122.148581,Not At-Risk,359,2789,PRIVATE,COMMUNITY,33.3522830707685,107752,Non-DAC
CA4110020,PALO ALTO PARK MUTUAL WATER COMPANY,SAN MATEO,37.467085,-122.147033,Failing,692,2900,PRIVATE,COMMUNITY,40.1243349205997,96378,Non-DAC
CA4110021,ESTERO MUNICIPAL IMPROVEMENT DISTRICT,SAN MATEO,37.556291,-122.268971,Not At-Risk,8035,36556,LOCAL,COMMUNITY,12.809772486673,175871,Non-DAC
CA4110022,CITY OF REDWOOD CITY,SAN MATEO,37.4801,-122.229014,Not At-Risk,23291,92819,LOCAL,COMMUNITY,17.1678747374899,152121,Non-DAC
CA4110023,CITY OF SAN BRUNO,SAN MATEO,37.626095,-122.41829,Not At-Risk,11479,41327,LOCAL,COMMUNITY,19.9604714123191,130529,Non-DAC
CA4110024,CITY OF EAST PALO ALTO,SAN MATEO,37.467902,-122.137609,Not At-Risk,3906,29519,LOCAL,COMMUNITY,37.4778632260563,98411,Non-DAC
